index,운영기관,충전소,충전기ID,충전기타입,지역,시군구,주소,이용가능시간,이용자 제한,충전용량,비고,WGS84,GRS80
6623,환경부(한국자동차환경협회),홍도동주민센터,1,DC차데모+AC3상+DC콤보,대전광역시 ,동구 ,대전광역시 동구 홍도동92-3,24시간 이용가능,,급속(50kW),,"('36.3491279683414', '127.42576778861')","(993455.6160765187, 1816858.9691657184)"
6778,환경부(한국자동차환경협회),효문화진흥원,1,DC차데모+AC3상+DC콤보,대전광역시 ,중구 ,대전광역시 중구 안영동 71-2,24시간 이용가능,,급속(50kW),,"('36.2853797328043', '127.383094461257')","(989579.0334998928, 1809764.1578290216)"
6866,GS칼텍스,21세기주유소,1,DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 유성대로 845주유소 입구 부근,24시간 이용가능,,,,"('36.3673080046938', '127.338839590207')","(985558.7783971186, 1818882.302469422)"
6917,GS칼텍스,대덕밸리주유소,1,DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 대덕대로 938GS칼텍스 대덕밸리주유소(화암동 119-2),24시간 이용가능,,,,"('36.4124440483832', '127.378580010722')","(989168.9262649391, 1823905.684085606)"
6927,GS칼텍스,덕명주유소,1,DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 현충원로 283덕명주유소,24시간 이용가능,,,,"('36.3607236221318', '127.302311906544')","(982240.4858983613, 1818149.4986254817)"
6971,GS칼텍스,상서주유소,1,DC콤보,대전광역시 ,대덕구 ,대전광역시 대덕구 신탄진로 484GS칼텍스 상서주유소(상서동 440),24시간 이용가능,,,,"('36.4517152153313', '127.429101079908')","(993758.4229999564, 1828276.3387103372)"
6973,GS칼텍스,서대전충전소,1,DC콤보,대전광역시 ,중구 ,대전광역시 중구 오류로 63GS칼텍스 서대전LPG충전소(오류동 182-1),24시간 이용가능,,,,"('36.3259697094576', '127.402793044404')","(991368.5162739968, 1814281.5883757623)"
7039,GS칼텍스,유성온천주유소,1,DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 도안대로 583GS칼텍스 유성온천주유소(554-6 유성온천주유소),24시간 이용가능,,200kW,,"('36.3520476563715', '127.340342155483')","(985695.2762689858, 1817183.9136220007)"
7050,GS칼텍스,정다운주유소,1,DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 북유성대로 51GS칼텍스 정다운주유소(107-7 월드컵주유소),24시간 이용가능,,200kW,,"('36.3714257265019', '127.326446850844')","(984432.9820163044, 1819340.5811828536)"
7052,GS칼텍스,정림주유소,1,DC콤보,대전광역시 ,서구 ,대전광역시 서구 계백로 1271GS칼텍스 정림주유소(정림동 293-4),24시간 이용가능,,,,"('36.3079543701857', '127.364059064186')","(987849.7966861285, 1812276.584908233)"
7080,GS칼텍스,톨게이트주유소,1,DC콤보,대전광역시 ,대덕구 ,대전광역시 대덕구 동서대로 1762주유소 출구,24시간 이용가능,,,,"('36.3527514876037', '127.443533714564')","(995069.5300429917, 1817262.2459830968)"
7208,남부솔루션,대전 한밭교회,1,DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 계백로 913대전 한밭제일교회(31-9 한밭제일교회),24시간 이용가능,,100kW,,"('36.3026908340509', '127.325662046103')","(984361.6878245063, 1811690.7836617257)"
7304,제주전기자동차서비스,강남상사,1,AC완속,대전광역시 ,유성구 ,대전광역시 유성구 진잠로124번길 15-3,09:00~18:00,,,,"('36.3024394742556', '127.316372277831')","(983517.7753372922, 1811662.808764691)"
7419,제주전기자동차서비스,국방과학연구소,1,AC완속,대전광역시 ,유성구 ,대전광역시 유성구 수남동 236-1,24시간 이용가능,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.4117078250245', '127.308040203048')","(982760.8628129014, 1823823.746667454)"
7504,제주전기자동차서비스,남대전장례식장,1,AC완속,대전광역시 ,동구 ,대전광역시 동구 산서로1660번길 142,09:00~18:00,,,,"('36.2834839174361', '127.463003153215')","(996838.1965926333, 1809553.1645010766)"
7560,제주전기자동차서비스,다해자동차공업사,1,AC완속,대전광역시 ,서구 ,대전광역시 서구 계룡로232번길 163,09:00~18:00,,,,"('36.3444684790695', '127.354876883778')","(987015.6578271969, 1816340.3948549007)"
7594,제주전기자동차서비스,대전동부요양병원,1,AC완속,대전광역시 ,동구 ,대전광역시 동구 동부로 150,09:00~18:00,,,,"('36.3272077471411', '127.466899380783')","(997192.1424609683, 1814419.3748371152)"
7669,제주전기자동차서비스,동현카서비스,1,AC완속,대전광역시 ,중구 ,대전광역시 중구 보문로 75(부사동 147-11),24시간 이용가능,,,,"('36.3131690294345', '127.432775207462')","(994092.192587276, 1812856.9464389277)"
7833,제주전기자동차서비스,디티비안 오피스텔 지하1층,1,AC완속,대전광역시 ,유성구 ,대전광역시 유성구 테크노1로 12-22 지하1층(1342 지하1층),24시간 이용가능,거주자외 출입제한,,,"('36.4298432052268', '127.388062346736')","(990030.3322264082, 1825842.1099989337)"
7837,제주전기자동차서비스,디티비안더블유오피스텔,1,AC완속,대전광역시 ,유성구 ,대전광역시 유성구 테크노3로 66(관평동 1352),24시간 이용가능,거주자외 출입제한,,,"('36.4299156522962', '127.389503396088')","(990161.2417934967, 1825850.1729403618)"
7870,제주전기자동차서비스,로또모텔,1,AC완속,대전광역시 ,유성구 ,대전광역시 유성구 대정로 20,09:00~18:00,,,,"('36.3137888561887', '127.320174132435')","(983863.1480614494, 1812925.9295856056)"
7928,제주전기자동차서비스,메종드세이B1,1,AC완속,대전광역시 ,유성구 ,대전광역시 유성구 테크노1로 12-28메종드세이B1,입주민 전용24시간,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.4293094364074', '127.387260565065')","(989957.4957955775, 1825782.7046045857)"
7967,제주전기자동차서비스,미성카프렌드,1,AC완속,대전광역시 ,유성구 ,대전광역시 유성구 장대동 325-1,24시간 이용가능,,,,"('36.3646455100981', '127.333514568598')","(985075.036273641, 1818585.9821605964)"
8029,제주전기자동차서비스,복흥기업,1,AC완속,대전광역시 ,유성구 ,대전광역시 유성구 계룡로74번길 74,09:00~18:00,,,,"('36.351339181183', '127.337759153382')","(985460.6280340987, 1817105.0644153245)"
8301,제주전기자동차서비스,쉐보레서대전서비스센터,1,AC완속,대전광역시 ,유성구 ,대전광역시 유성구 계백로 809,09:00~18:00,,,,"('36.2922971432956', '127.319639120786')","(983814.5458791149, 1810534.0257627887)"
8479,제주전기자동차서비스,아성전기조명,1,AC완속,대전광역시 ,중구 ,대전광역시 중구 인창로 4,09:00~18:00,,,,"('36.3217400992913', '127.430363928109')","(993873.1442002148, 1813810.8571326951)"
8493,제주전기자동차서비스,애니카랜드 관저점,1,AC완속,대전광역시 ,서구 ,대전광역시 서구 관저중로80번길 39,09:00~18:00,,,,"('36.2997421260738', '127.337342840844')","(985422.8088615306, 1811362.6094525377)"
8689,제주전기자동차서비스,유성세움펠리피아,1,AC완속,대전광역시 ,유성구 ,대전광역시 유성구 계룡로52번길 11,입주민 전용 24시간,거주자외 출입제한,,,"('36.3544718660124', '127.33685912831')","(985378.8668561203, 1817453.7141882111)"
8692,제주전기자동차서비스,유성호텔,1,AC완속,대전광역시 ,유성구 ,대전광역시 유성구 온천로 9,24시간 이용가능,,,,"('36.3563034823053', '127.338779743928')","(985553.3417682723, 1817657.5625289509)"
8718,제주전기자동차서비스,이서방묵집,1,AC완속,대전광역시 ,유성구 ,대전광역시 유성구 관용로 52(관평동 542-22),24시간 이용가능,,,,"('36.4146402534896', '127.382011899974')","(989480.6901442625, 1824150.1090607496)"
8977,제주전기자동차서비스,창운교통,1,AC완속,대전광역시 ,서구 ,대전광역시 서구 계백로 1400,09:00~18:00,,,,"('36.3113841048837', '127.377449025638')","(989066.1839351741, 1812658.2946200743)"
9006,제주전기자동차서비스,청운카센터,1,AC완속,대전광역시 ,대덕구 ,대전광역시 대덕구 덕암로 203번길 9(덕암동 59-7),24시간 이용가능,,,,"('36.4386934158638', '127.422673760584')","(993174.5445997632, 1826827.0874532978)"
9016,제주전기자동차서비스,카리브모텔,1,AC완속,대전광역시 ,중구 ,대전광역시 중구 문창로98번길 31,09:00~18:00,,,,"('36.3224142601092', '127.433459308452')","(994154.3385258045, 1813885.8873476228)"
9052,제주전기자동차서비스,타워코리아나,1,AC완속,대전광역시 ,유성구 ,대전광역시 유성구 대덕대로 594(타워코리아나 주상복합),입주민전용 09:00~18:00,,,,"('36.3859409816655', '127.379004969319')","(989207.5308733698, 1820956.0454544856)"
9067,제주전기자동차서비스,태영이앤씨,1,AC완속,대전광역시 ,중구 ,대전광역시 중구 대종로 625,09:00~18:00,,,,"('36.3367013208044', '127.415367956542')","(992510.8618167639, 1815475.9548896397)"
9098,제주전기자동차서비스,패션아일랜드,1,DC차데모+AC3상+DC콤보,대전광역시 ,동구 ,대전광역시 동구 은어송로 72(557 패션아일랜드),24시간 이용가능,직원 및 방문자 전용,50kW,,"('36.3069678174478', '127.457985837078')","(996382.4074258495, 1812166.787272422)"
9207,제주전기자동차서비스,한국타이어 대전공장,1,AC완속,대전광역시 ,대덕구 ,대전광역시 대덕구 대덕대로1447번길 40,24시간 이용가능,,,,"('36.4517881679573', '127.415225999161')","(992497.9659507989, 1828284.4579173021)"
9255,제주전기자동차서비스,한터,1,AC완속,대전광역시 ,서구 ,대전광역시 서구 삼보실길 123,24시간 이용가능,,,,"('36.2239914091706', '127.334602692132')","(985173.8849220762, 1802931.9910907953)"
9334,제주전기자동차서비스,행복한집,1,AC완속,대전광역시 ,서구 ,대전광역시 서구 신갈마로 242,09:00~18:00,,,,"('36.3551268921268', '127.369583297858')","(988351.6358753943, 1817526.614820881)"
9363,제주전기자동차서비스,호수유치원,1,AC완속,대전광역시 ,중구 ,대전광역시 중구 동서대로1365번길 13,09:00~18:00,,,,"('36.3307464567056', '127.408274584178')","(991866.4770119813, 1814813.21282375)"
9365,제주전기자동차서비스,호크마영재캠퍼스,1,AC완속,대전광역시 ,동구 ,대전광역시 동구 태전로104번길 51,09:00~18:00,,,,"('36.3396126834912', '127.422966267612')","(993201.1168808248, 1815799.972783178)"
9578,한국전력,SK허브,1,AC완속,대전광역시 ,유성구 ,대전광역시 유성구 지족동 은구비남로 13 ,24시간,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.3725709688826', '127.317066213559')","(983580.8146951151, 1819468.0400616352)"
9642,한국전력,㈜농협대전유통,1,DC차데모+AC3상+DC콤보,대전광역시 ,중구 ,대전광역시 중구 대둔산로 199번길 43,,,,,"('36.2885908554605', '127.37844614325')","(989156.7653123786, 1810121.5372801195)"
9656,한국전력,가나파로스빌1차 아파트,1,AC완속,대전광역시 ,유성구 ,대전광역시 유성구 지족동 은구비로 18 ,24시간,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.3755822055505', '127.317078880214')","(983581.9653748746, 1819803.1733538576)"
9730,한국전력,가장동 공영주차장,1,DC콤보,대전광역시 ,서구 ,대전광역시 서구 괴정로198번길 66(가장동 25-5),24시간 이용가능,,100kW,,"('36.3302228205726', '127.388915029818')","(990107.7927054487, 1814754.9351390207)"
10012,한국전력,갤러리빌4차,1,AC완속,대전광역시 ,서구 ,대전광역시 서구 둔산동 계룡로491번길 8 ,,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.3455374500729', '127.38025143914')","(989320.7642088067, 1816459.3651688178)"
10687,한국전력,괴정동 공영주차장,1,DC콤보,대전광역시 ,서구 ,대전광역시 서구 괴정로 112-1,09:00~18:00,,,,"('36.3376290932171', '127.385146476728')","(989765.4451981422, 1815579.210613913)"
10786,한국전력,구암평생학습센터,1,DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 유성대로626번길 57(621-7 구암평생학습센터),24시간 이용가능,,50kW,,"('36.3492670852832', '127.33025451134')","(984778.8821664013, 1816874.452079834)"
11461,한국전력,노블레스3차 아파트,1,AC완속,대전광역시 ,유성구 ,대전광역시 유성구 봉명동 문화원로 123 ,,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.3587904663867', '127.349600291855')","(986536.315212465, 1817934.3495287204)"
11478,한국전력,노은3동 행정복지센터,1,DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 지족동로 145(노은3동 주민센터),24시간 이용가능,,100kW,,"('36.3868076851706', '127.307904836515')","(982748.5656808087, 1821052.504561185)"
11479,한국전력,노은3지구 영무예다음 에코타운,1,DC차데모+AC3상+DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 지족동 1052,,입주자외 출입제한 (긴급상황 이용가능),,,"('36.3744360496872', '127.306986408129')","(982665.1326864809, 1819675.6128097253)"
11480,한국전력,노은4단지 아파트,1,DC차데모+AC3상+DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 지족동 지족로148번길 40 ,,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.376140937555', '127.305103187698')","(982494.0548736256, 1819865.3570068842)"
11484,한국전력,노은꿈에그린1단지 아파트,1,DC차데모+AC3상+DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 지족동 지족북로 33,24시간,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.3887992415729', '127.302165438626')","(982227.1802806798, 1821274.153314623)"
11486,한국전력,노은도서관,1,DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 노은동로234번길 34(871-6 노은도서관),24시간 이용가능,,100kW,,"('36.3814932772959', '127.320653500911')","(983906.6954386319, 1820461.0415831185)"
11487,한국전력,노은리슈빌3차아파트,1,DC차데모+AC3상+DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 지족동 1030,,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.3851079496505', '127.309000519579')","(982848.1010613124, 1820863.3337906399)"
11491,한국전력,노은새미래숲2단지,1,DC차데모+AC3상+DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 지족로 190번길 16,,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.3811923802446', '127.302904328547')","(982294.3034222639, 1820427.5534748943)"
